study,dataset,method,seed,case,kind,wait,mse,nmse,difference_error,difference_target_energy,difference_output_energy,repeat_mse,wrong_mse,wrong_ratio,repeat_vs_difference,source_file,source_pointer
b1,b02,node32_behavior,953,reset_iso,reset,0,0.05870392493718479,0.20331776099879287,0.9988252147563811,0.07000025876732613,9.356192728112438e-05,0.0003036142030894156,0.05879182353664655,1.0014973206571078,0.004337329724717146,results/source_records/b1/run/datasets/b02/summary.json,/records/156
b1,b02,node32_behavior,953,reset_iso,reset,256,0.06100465642843975,0.21128621585018334,1.0009179549267702,0.07000025876732613,0.00010104226786721077,0.0004059440318944332,0.06102304902158754,1.0003014949058744,0.005799179017948357,results/source_records/b1/run/datasets/b02/summary.json,/records/157
b1,b02,node32_behavior,953,reset_ring4,reset,0,0.05388404676280601,0.18662438249385913,0.9985607719088744,0.0747350712543588,8.671543971392045e-05,0.0003955371435893581,0.05398118488991468,1.0018027251653214,0.005292523803759524,results/source_records/b1/run/datasets/b02/summary.json,/records/158
b1,b02,node32_behavior,953,reset_ring4,reset,256,0.058636159882417736,0.20308306052137262,0.999335052071386,0.0747350712543588,8.78715734360738e-05,0.000446290125823992,0.05870494313521496,1.0011730517983297,0.005971629093723021,results/source_records/b1/run/datasets/b02/summary.json,/records/159
b1,b02,node32_behavior,953,reset_null,reset,0,0.07279580275398369,0.25212419172801404,,0.0,0.0,0.00039475271491975936,0.07279580275398369,1.0,,results/source_records/b1/run/datasets/b02/summary.json,/records/160
b1,b02,node32_behavior,953,reset_null,reset,256,0.07923850532361636,0.2744381317693407,,0.0,0.0,0.00044388354954768883,0.07923850532361636,1.0,,results/source_records/b1/run/datasets/b02/summary.json,/records/161
b1,b03,fixed_behavior,941,ring4,general,0,0.0183708123468801,0.024960636263047682,,,,0.003394337843284391,0.02930683412504972,1.5952933148341082,,results/source_records/b1/run/datasets/b03/summary.json,/records/0
b1,b03,fixed_behavior,941,ring8,general,0,0.01702867943554606,0.02313706467655964,,,,0.0030411666236224767,0.029294681574873582,1.7203143488462873,,results/source_records/b1/run/datasets/b03/summary.json,/records/1
b1,b03,fixed_behavior,941,long8,general,0,0.08375987544614705,0.11380551632516768,,,,0.04359106967335515,0.17719536117671966,2.1155160538729127,,results/source_records/b1/run/datasets/b03/summary.json,/records/2
b1,b03,fixed_behavior,941,reset_iso,reset,0,0.043432869840507184,0.1494065061241094,0.4483791379606288,0.07949845712158876,0.0425803022663915,0.021672913653469333,0.08664952499696382,1.9950218651255485,0.2726205569036609,results/source_records/b1/run/datasets/b03/summary.json,/records/3
b1,b03,fixed_behavior,941,reset_iso,reset,256,0.04174550704837959,0.14360207781298537,0.4401129775013086,0.07949845712158876,0.04205977619115429,0.021121280296064998,0.08503047277875342,2.036877230409733,0.26568163786828086,results/source_records/b1/run/datasets/b03/summary.json,/records/4
b1,b03,fixed_behavior,941,reset_ring4,reset,0,0.03272837999334327,0.11258369349904604,0.39733836989660043,0.08142439505952632,0.05134902568697122,0.022563531992259925,0.08293857213573867,2.5341484104195753,0.2771102195572294,results/source_records/b1/run/datasets/b03/summary.json,/records/5
b1,b03,fixed_behavior,941,reset_ring4,reset,256,0.032417745298662794,0.11151512850245318,0.395587541670845,0.08142439505952632,0.0508758329149569,0.022338534350109036,0.08246262116787924,2.543749431311645,0.2743469488938563,results/source_records/b1/run/datasets/b03/summary.json,/records/6
b1,b03,fixed_behavior,941,reset_null,reset,0,0.041728195239245196,0.1435425262123899,,0.0,0.0,0.04781186492209157,0.041728195239245196,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/7
b1,b03,fixed_behavior,941,reset_null,reset,256,0.04035689032515882,0.13882531832820383,,0.0,0.0,0.04673230430469973,0.04035689032515882,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/8
b1,b03,fixed_behavior,947,ring4,general,0,0.026440834763415712,0.03592546951975425,,,,0.004975117799262306,0.03376506076220103,1.2770043406087666,,results/source_records/b1/run/datasets/b03/summary.json,/records/9
b1,b03,fixed_behavior,947,ring8,general,0,0.024926447057635942,0.03386785334190354,,,,0.007022523378914379,0.03378797689136236,1.3555071371879206,,results/source_records/b1/run/datasets/b03/summary.json,/records/10
b1,b03,fixed_behavior,947,long8,general,0,0.09799408531004028,0.13314570271408716,,,,0.056993117247146174,0.1760716820773743,1.7967582586265984,,results/source_records/b1/run/datasets/b03/summary.json,/records/11
b1,b03,fixed_behavior,947,reset_iso,reset,0,0.035356324910568844,0.12162366874846188,0.5932541404511611,0.07949845712158876,0.01596745649706741,0.023538726820805406,0.059507887577033285,1.6830903021610417,0.296090360405412,results/source_records/b1/run/datasets/b03/summary.json,/records/12
b1,b03,fixed_behavior,947,reset_iso,reset,256,0.03553531094475651,0.12223937013110571,0.5923563431565002,0.07949845712158876,0.016084638196123047,0.023305448627889514,0.059781151155399816,1.682302745242221,0.2931559865651863,results/source_records/b1/run/datasets/b03/summary.json,/records/13
b1,b03,fixed_behavior,947,reset_ring4,reset,0,0.05633439338703422,0.1937869848685005,0.5514998466539186,0.08142439505952632,0.026745048515248865,0.046845268465161315,0.08796634453675246,1.5615033596332035,0.5753222781810597,results/source_records/b1/run/datasets/b03/summary.json,/records/14
b1,b03,fixed_behavior,947,reset_ring4,reset,256,0.056469137643332314,0.19425049714912382,0.5522210634011108,0.08142439505952632,0.026585827623720984,0.046707877349101555,0.08799211595906072,1.5582337473405798,0.57363493231918,results/source_records/b1/run/datasets/b03/summary.json,/records/15
b1,b03,fixed_behavior,947,reset_null,reset,0,0.04820211581156697,0.16581243048506358,,0.0,0.0,0.03724728462006683,0.04820211581156697,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/16
b1,b03,fixed_behavior,947,reset_null,reset,256,0.04854735126624924,0.16700002005175946,,0.0,0.0,0.036941032577420714,0.04854735126624924,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/17
b1,b03,fixed_behavior,953,ring4,general,0,0.02375791141098099,0.03228015037668801,,,,0.001000499113203677,0.024436572074865923,1.0285656702790489,,results/source_records/b1/run/datasets/b03/summary.json,/records/18
b1,b03,fixed_behavior,953,ring8,general,0,0.026639737355349774,0.03619572078329658,,,,0.0009533698604840641,0.0267972589891133,1.005913032537158,,results/source_records/b1/run/datasets/b03/summary.json,/records/19
b1,b03,fixed_behavior,953,long8,general,0,0.12053281076443102,0.16376933096073265,,,,0.013886716333984592,0.12636736693404985,1.0484063727761386,,results/source_records/b1/run/datasets/b03/summary.json,/records/20
b1,b03,fixed_behavior,953,reset_iso,reset,0,0.04906256158474432,0.16877231310741309,0.9904538115292989,0.07949845712158876,0.0011918761457348573,0.00827640042178295,0.05003795333169531,1.0198805711615002,0.10410768612936255,results/source_records/b1/run/datasets/b03/summary.json,/records/21
b1,b03,fixed_behavior,953,reset_iso,reset,256,0.048104521341453425,0.16547671127400884,0.989597825840314,0.07949845712158876,0.0011862780736519886,0.008109531931660674,0.0491111388227101,1.0209256313790454,0.10200867067467191,results/source_records/b1/run/datasets/b03/summary.json,/records/22
b1,b03,fixed_behavior,953,reset_ring4,reset,0,0.05531235761990564,0.19027124221411706,0.9638279431649931,0.08142439505952632,0.0017297036534493423,0.009354276159622126,0.05764985337635367,1.0422599190674675,0.11488296784745611,results/source_records/b1/run/datasets/b03/summary.json,/records/23
b1,b03,fixed_behavior,953,reset_ring4,reset,256,0.05509802353277283,0.1895339456177971,0.963111990239647,0.08142439505952632,0.0016924836709214196,0.009294127790321348,0.05744605730667352,1.0426155717274335,0.11414426577596012,results/source_records/b1/run/datasets/b03/summary.json,/records/24
b1,b03,fixed_behavior,953,reset_null,reset,0,0.05913541166936398,0.2034223222682489,,0.0,0.0,0.008802423714824134,0.05913541166936398,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/25
b1,b03,fixed_behavior,953,reset_null,reset,256,0.05840767652089054,0.20091895635399099,,0.0,0.0,0.00841124774307491,0.05840767652089054,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/26
b1,b03,free_behavior,941,ring4,general,0,0.020864425699144467,0.02834873770849739,,,,0.0020415960828362484,0.022246224997671177,1.0662275261467355,,results/source_records/b1/run/datasets/b03/summary.json,/records/27
b1,b03,free_behavior,941,ring8,general,0,0.02313516046780546,0.03143401143184629,,,,0.00194798413238161,0.024480954233883755,1.0581709285289411,,results/source_records/b1/run/datasets/b03/summary.json,/records/28
b1,b03,free_behavior,941,long8,general,0,0.15852218793584646,0.2153859392810755,,,,0.011934221713565821,0.16255559186313098,1.0254437815917405,,results/source_records/b1/run/datasets/b03/summary.json,/records/29
b1,b03,free_behavior,941,reset_iso,reset,0,0.05631157430721595,0.1937084885821364,0.9566124773668613,0.07949845712158876,0.001244021387143404,0.00987473929626624,0.058658205590361945,1.0416722727434968,0.12421296782104008,results/source_records/b1/run/datasets/b03/summary.json,/records/30
b1,b03,free_behavior,941,reset_iso,reset,256,0.048286085378144376,0.16610128083294884,0.9914204450329729,0.07949845712158876,3.63517397793466e-05,0.00027071327734946323,0.048645291944610036,1.007439132074025,0.003405264544133496,results/source_records/b1/run/datasets/b03/summary.json,/records/31
b1,b03,free_behavior,941,reset_ring4,reset,0,0.07092421186644106,0.24397509843312992,0.9659683766569367,0.08142439505952632,0.0021912677454260544,0.011658063041556118,0.07340534791493797,1.0349829202638048,0.14317653859182305,results/source_records/b1/run/datasets/b03/summary.json,/records/32
b1,b03,free_behavior,941,reset_ring4,reset,256,0.05785681388985601,0.19902402144963324,0.9892842849146386,0.08142439505952632,4.742805655607332e-05,0.00033080776064841325,0.058316788227917186,1.0079502189480543,0.004062759820402375,results/source_records/b1/run/datasets/b03/summary.json,/records/33
b1,b03,free_behavior,941,reset_null,reset,0,0.06835181166372162,0.23512619371988855,,0.0,0.0,0.013204705498754582,0.06835181166372162,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/34
b1,b03,free_behavior,941,reset_null,reset,256,0.058227741324496575,0.20029998990943648,,0.0,0.0,0.0002987349506219248,0.058227741324496575,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/35
b1,b03,free_behavior,947,ring4,general,0,0.022635936872377194,0.030755710530169945,,,,0.005525365949977785,0.031022273235544923,1.37048770768581,,results/source_records/b1/run/datasets/b03/summary.json,/records/36
b1,b03,free_behavior,947,ring8,general,0,0.02124022478705194,0.028859340297219416,,,,0.005695114359889629,0.026982351596457958,1.2703420922789115,,results/source_records/b1/run/datasets/b03/summary.json,/records/37
b1,b03,free_behavior,947,long8,general,0,0.16641600797786557,0.22611136432349377,,,,0.02984104604485781,0.20293886547205078,1.219467213148407,,results/source_records/b1/run/datasets/b03/summary.json,/records/38
b1,b03,free_behavior,947,reset_iso,reset,0,0.04502829667865698,0.15489468018536579,0.7111527792696847,0.07949845712158876,0.008011373411364736,0.026898474744099097,0.06051543773185952,1.3439424138942238,0.33835216075903557,results/source_records/b1/run/datasets/b03/summary.json,/records/39
b1,b03,free_behavior,947,reset_iso,reset,256,0.042054429689618145,0.1446647534468906,0.7366265666261668,0.07949845712158876,0.0054893976260777045,0.017852212798542363,0.055268019366549605,1.314202089398289,0.22456049393811922,results/source_records/b1/run/datasets/b03/summary.json,/records/40
b1,b03,free_behavior,947,reset_ring4,reset,0,0.05822052167381348,0.20027515473764243,0.6536653637914442,0.08142439505952632,0.01713333753139777,0.023972308364783364,0.08088723459886428,1.389325142980398,0.29441186940668224,results/source_records/b1/run/datasets/b03/summary.json,/records/41
b1,b03,free_behavior,947,reset_ring4,reset,256,0.0553906380209791,0.1905405221687995,0.6733018282240566,0.08142439505952632,0.01225083264134476,0.01645154609656811,0.07481665484635351,1.3507093891573672,0.20204689374162374,results/source_records/b1/run/datasets/b03/summary.json,/records/42
b1,b03,free_behavior,947,reset_null,reset,0,0.081837470457706,0.28151606320329886,,0.0,0.0,0.02479298898332442,0.081837470457706,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/43
b1,b03,free_behavior,947,reset_null,reset,256,0.07870935773034798,0.2707555402382463,,0.0,0.0,0.017944845750858526,0.07870935773034798,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/44
b1,b03,free_behavior,953,ring4,general,0,0.020191765121938866,0.027434785963790134,,,,3.701291354961166e-05,0.02022645674486807,1.0017181074918264,,results/source_records/b1/run/datasets/b03/summary.json,/records/45
b1,b03,free_behavior,953,ring8,general,0,0.02749496580068968,0.037357729612457945,,,,2.574418916164252e-05,0.02765438716173217,1.005798201830769,,results/source_records/b1/run/datasets/b03/summary.json,/records/46
b1,b03,free_behavior,953,long8,general,0,0.12533339122893636,0.1702919354358886,,,,2.1951538366143638e-05,0.12535344375729282,1.000159993503406,,results/source_records/b1/run/datasets/b03/summary.json,/records/47
b1,b03,free_behavior,953,reset_iso,reset,0,0.050968080273028356,0.17532718481209594,0.9987546928950127,0.07949845712158876,7.251283327927792e-07,5.5794980980111175e-06,0.05101794283376663,1.0009783095708367,7.018372808767301e-05,results/source_records/b1/run/datasets/b03/summary.json,/records/48
b1,b03,free_behavior,953,reset_iso,reset,256,0.04950182091066516,0.17028333923599412,0.9999548767056307,0.07949845712158876,1.8076032855281595e-09,1.7667967091050042e-08,0.049503615430606475,1.0000362515945536,2.2224289289071112e-07,results/source_records/b1/run/datasets/b03/summary.json,/records/49
b1,b03,free_behavior,953,reset_ring4,reset,0,0.0543520783645318,0.18696793831143413,0.999755836635084,0.08142439505952632,1.0053710257569383e-06,6.9969573269718285e-06,0.05436252147714899,1.000192138238894,8.5931953462554e-05,results/source_records/b1/run/datasets/b03/summary.json,/records/50
b1,b03,free_behavior,953,reset_ring4,reset,256,0.05415508074897016,0.18629027815303503,1.0000022890783105,0.08142439505952632,3.5331775184005777e-09,2.6534281689989973e-08,0.05415498932215055,0.999998311759149,3.2587631348801244e-07,results/source_records/b1/run/datasets/b03/summary.json,/records/51
b1,b03,free_behavior,953,reset_null,reset,0,0.06655440943448016,0.22894323624650975,,0.0,0.0,1.0200958731027012e-05,0.06655440943448016,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/52
b1,b03,free_behavior,953,reset_null,reset,256,0.06503379471645784,0.22371241145839674,,0.0,0.0,2.7589798900245717e-08,0.06503379471645784,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/53
b1,b03,gru4_behavior,941,ring4,general,0,0.17921926544037303,0.2435072990524266,,,,0.000408520589323543,0.1783378094298973,0.9950816894137477,,results/source_records/b1/run/datasets/b03/summary.json,/records/54
b1,b03,gru4_behavior,941,ring8,general,0,0.14116639273177214,0.19180441860768957,,,,0.0006125676670724608,0.13962217962387188,0.9890610429435964,,results/source_records/b1/run/datasets/b03/summary.json,/records/55
b1,b03,gru4_behavior,941,long8,general,0,0.9192818413825071,1.2490389228688807,,,,0.0006595682016617104,0.9187107263767226,0.9993787378581027,,results/source_records/b1/run/datasets/b03/summary.json,/records/56
b1,b03,gru4_behavior,941,reset_iso,reset,0,0.3906329620712672,1.3437543099108795,1.0026116019944078,0.07949845712158876,3.682497130420916e-05,0.00028465425128615255,0.39054756539212593,0.9997813889573259,0.0035806261101493913,results/source_records/b1/run/datasets/b03/summary.json,/records/57
b1,b03,gru4_behavior,941,reset_iso,reset,256,0.3919730636735925,1.3483641802461805,1.0024347538191976,0.07949845712158876,3.577697740124548e-05,0.0002891989610745018,0.3918941725760409,0.9997987333700632,0.0036377933804701014,results/source_records/b1/run/datasets/b03/summary.json,/records/58
b1,b03,gru4_behavior,941,reset_ring4,reset,0,0.38590762654478716,1.327499434884936,0.9992821252085512,0.08142439505952632,5.523532911001162e-05,0.00027709964532353376,0.38596447047018434,1.0001472993055518,0.003403152643884632,results/source_records/b1/run/datasets/b03/summary.json,/records/59
b1,b03,gru4_behavior,941,reset_ring4,reset,256,0.3876376808762479,1.3334507195690386,0.9991848815930857,0.08142439505952632,5.544936598279996e-05,0.000275193656335937,0.38769859082136787,1.0001571311255972,0.0033797445610096732,results/source_records/b1/run/datasets/b03/summary.json,/records/60
b1,b03,gru4_behavior,941,reset_null,reset,0,0.3519503414473884,1.210688380434858,,0.0,0.0,0.0003048602826085408,0.3519503414473884,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/61
b1,b03,gru4_behavior,941,reset_null,reset,256,0.35267145739445144,1.213168976687344,,0.0,0.0,0.0003096890755811111,0.35267145739445144,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/62
b1,b03,gru4_behavior,947,ring4,general,0,0.04059745332022563,0.05516023169788155,,,,0.006767826420999302,0.038143644345258514,0.93955756397792,,results/source_records/b1/run/datasets/b03/summary.json,/records/63
b1,b03,gru4_behavior,947,ring8,general,0,0.04974041765407581,0.0675828836086453,,,,0.00626011361348824,0.04967494896285122,0.9986837928929367,,results/source_records/b1/run/datasets/b03/summary.json,/records/64
b1,b03,gru4_behavior,947,long8,general,0,0.4342324401209885,0.5899966635561632,,,,0.02352806551509638,0.436969679654923,1.0063036274608406,,results/source_records/b1/run/datasets/b03/summary.json,/records/65
b1,b03,gru4_behavior,947,reset_iso,reset,0,0.19663639455117213,0.6764175794649591,1.015337345781048,0.07949845712158876,0.0008057461400451642,0.01268462327194396,0.1964296199702463,0.998948441963667,0.15955810629813214,results/source_records/b1/run/datasets/b03/summary.json,/records/66
b1,b03,gru4_behavior,947,reset_iso,reset,256,0.19598800899037813,0.6741871714441379,1.0249348062291261,0.07949845712158876,0.0010624054092709051,0.012585957263061926,0.19552807239479622,0.9976532411449494,0.15831700033891674,results/source_records/b1/run/datasets/b03/summary.json,/records/67
b1,b03,gru4_behavior,947,reset_ring4,reset,0,0.19930280170741801,0.6855898625441554,1.015870629641691,0.08142439505952632,0.0019895857506701258,0.013134103412389445,0.1996514663753749,1.0017494218092766,0.16130427991252,results/source_records/b1/run/datasets/b03/summary.json,/records/68
b1,b03,gru4_behavior,947,reset_ring4,reset,256,0.20122093133890595,0.6921881151483723,1.0546599596937443,0.08142439505952632,0.005534121738866176,0.01538494402754773,0.2017626651321303,1.0026922338030129,0.1889475999950675,results/source_records/b1/run/datasets/b03/summary.json,/records/69
b1,b03,gru4_behavior,947,reset_null,reset,0,0.17256451027496533,0.593611719784517,,0.0,0.0,0.01486511810919996,0.17256451027496533,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/70
b1,b03,gru4_behavior,947,reset_null,reset,256,0.17147381616147947,0.5898597964751787,,0.0,0.0,0.0147586918148291,0.17147381616147947,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/71
b1,b03,gru4_behavior,953,ring4,general,0,0.10002606416730846,0.13590657600552264,,,,0.0016639683605487662,0.09478828499255822,0.9476358565304611,,results/source_records/b1/run/datasets/b03/summary.json,/records/72
b1,b03,gru4_behavior,953,ring8,general,0,0.11638542799164094,0.15813423378154753,,,,0.0017896303760385746,0.11449415442563131,0.983749910975578,,results/source_records/b1/run/datasets/b03/summary.json,/records/73
b1,b03,gru4_behavior,953,long8,general,0,0.6114816719947654,0.830827255103592,,,,0.002149107900024773,0.6119777703450876,1.000811305347393,,results/source_records/b1/run/datasets/b03/summary.json,/records/74
b1,b03,gru4_behavior,953,reset_iso,reset,0,0.25618130722812604,0.8812485610049298,0.9989001176449469,0.07949845712158876,0.00017930875345187444,0.0016437571272533938,0.25631468108570243,1.0005206229096866,0.020676591556227975,results/source_records/b1/run/datasets/b03/summary.json,/records/75
b1,b03,gru4_behavior,953,reset_iso,reset,256,0.25618153307501595,0.8812493379048875,0.9996033863909899,0.07949845712158876,0.00014933483279866712,0.0013933179040466713,0.25627196558205584,1.000353001662354,0.017526351510390496,results/source_records/b1/run/datasets/b03/summary.json,/records/76
b1,b03,gru4_behavior,953,reset_ring4,reset,0,0.2524256870991917,0.8683294496532287,1.0039958795046398,0.08142439505952632,0.00019416012180078452,0.0015526284525624002,0.25236008612397864,0.9997401176719891,0.01906834495272985,results/source_records/b1/run/datasets/b03/summary.json,/records/77
b1,b03,gru4_behavior,953,reset_ring4,reset,256,0.25286060929115284,0.8698255562972373,1.0037752000773283,0.08142439505952632,0.00016651353150700626,0.0013205862051850327,0.2527901693652681,0.9997214278408875,0.016218557156238024,results/source_records/b1/run/datasets/b03/summary.json,/records/78
b1,b03,gru4_behavior,953,reset_null,reset,0,0.21557474058156031,0.7415643708826145,,0.0,0.0,0.0015393508989057262,0.21557474058156031,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/79
b1,b03,gru4_behavior,953,reset_null,reset,256,0.21595501158765537,0.7428724806761786,,0.0,0.0,0.0012726248698432603,0.21595501158765537,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/80
b1,b03,gru32_behavior,941,ring4,general,0,0.01674526407316435,0.022751984929502558,,,,0.007830743354876131,0.024140131477924667,1.4416094826841934,,results/source_records/b1/run/datasets/b03/summary.json,/records/81
b1,b03,gru32_behavior,941,ring8,general,0,0.019726434454604713,0.02680253577745901,,,,0.007782182582497604,0.028790314883158932,1.4594789012384572,,results/source_records/b1/run/datasets/b03/summary.json,/records/82
b1,b03,gru32_behavior,941,long8,general,0,0.1757171563616522,0.23874894274150857,,,,0.072802456318341,0.21365187431653987,1.215885111848796,,results/source_records/b1/run/datasets/b03/summary.json,/records/83
b1,b03,gru32_behavior,941,reset_iso,reset,0,0.06374586926209133,0.21928202398937105,0.6617894274272542,0.07949845712158876,0.018503186355882124,0.03878668717551353,0.08644107197995919,1.3560262489253456,0.48789232621447365,results/source_records/b1/run/datasets/b03/summary.json,/records/84
b1,b03,gru32_behavior,941,reset_iso,reset,256,0.06507595971252066,0.22385745655363487,0.6661434196220384,0.07949845712158876,0.01850561906881275,0.038177264532189135,0.08759931099405067,1.3461086302995622,0.48022648381463545,results/source_records/b1/run/datasets/b03/summary.json,/records/85
b1,b03,gru32_behavior,941,reset_ring4,reset,0,0.07169191839719663,0.24661596354082485,0.6345319991461722,0.08142439505952632,0.0224271644019185,0.05081513281591171,0.09778450603257816,1.3639543789415716,0.6240774988719618,results/source_records/b1/run/datasets/b03/summary.json,/records/86
b1,b03,gru32_behavior,941,reset_ring4,reset,256,0.07240782536276107,0.2490786412047157,0.6396672441673011,0.08142439505952632,0.023102714324295115,0.05091257003405771,0.09862912089148379,1.3621334489380783,0.6252741576629146,results/source_records/b1/run/datasets/b03/summary.json,/records/87
b1,b03,gru32_behavior,941,reset_null,reset,0,0.07819897087041373,0.26899983959505935,,0.0,0.0,0.0411436706788481,0.07819897087041373,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/88
b1,b03,gru32_behavior,941,reset_null,reset,256,0.07663945448994047,0.26363519538652674,,0.0,0.0,0.03956183974674268,0.07663945448994047,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/89
b1,b03,gru32_behavior,947,ring4,general,0,0.019602021623814445,0.026633494618190985,,,,0.004294812839860761,0.020287140823395094,1.034951456167577,,results/source_records/b1/run/datasets/b03/summary.json,/records/90
b1,b03,gru32_behavior,947,ring8,general,0,0.025101936343799477,0.03410629267475828,,,,0.004368064380249892,0.02986352377589035,1.1896900448983512,,results/source_records/b1/run/datasets/b03/summary.json,/records/91
b1,b03,gru32_behavior,947,long8,general,0,0.17925381670162643,0.24355424425268726,,,,0.03982335568075457,0.19582160807575386,1.0924264357601101,,results/source_records/b1/run/datasets/b03/summary.json,/records/92
b1,b03,gru32_behavior,947,reset_iso,reset,0,0.06480787135265975,0.2229352484350729,0.8615235106969426,0.07949845712158876,0.005777777308583432,0.030398145420712407,0.07320109377872419,1.1295093057507122,0.38237402990375047,results/source_records/b1/run/datasets/b03/summary.json,/records/93
b1,b03,gru32_behavior,947,reset_iso,reset,256,0.06424033443727116,0.2209829549776974,0.8667214487826234,0.07949845712158876,0.006434252573887321,0.03214277237291289,0.07275518044071383,1.1325467259476547,0.4043194489139857,results/source_records/b1/run/datasets/b03/summary.json,/records/94
b1,b03,gru32_behavior,947,reset_ring4,reset,0,0.0786485907320244,0.27054650535428587,0.8483428558921263,0.08142439505952632,0.006355429107886467,0.0266797135452904,0.08800060089019836,1.1189088077882872,0.3276624103352056,results/source_records/b1/run/datasets/b03/summary.json,/records/95
b1,b03,gru32_behavior,947,reset_ring4,reset,256,0.08541093778354726,0.29380857967442264,0.8544888168715948,0.08142439505952632,0.006753778433426769,0.02980691554875504,0.0947119070276331,1.108896699713763,0.3660686152714346,results/source_records/b1/run/datasets/b03/summary.json,/records/96
b1,b03,gru32_behavior,947,reset_null,reset,0,0.07948004483635675,0.27340665834871203,,0.0,0.0,0.03513338679301927,0.07948004483635675,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/97
b1,b03,gru32_behavior,947,reset_null,reset,256,0.07940671034753635,0.2731543920399627,,0.0,0.0,0.03563982464906237,0.07940671034753635,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/98
b1,b03,gru32_behavior,953,ring4,general,0,0.02436661493264855,0.03310720292665108,,,,0.005357952999334152,0.02621526909885541,1.0758683211154565,,results/source_records/b1/run/datasets/b03/summary.json,/records/99
b1,b03,gru32_behavior,953,ring8,general,0,0.025764747609565344,0.03500686204553201,,,,0.004848618527779112,0.02825516119689923,1.0966597315476634,,results/source_records/b1/run/datasets/b03/summary.json,/records/100
b1,b03,gru32_behavior,953,long8,general,0,0.18207331761914206,0.24738513292089517,,,,0.04087671780258482,0.20280580730200348,1.1138689070642922,,results/source_records/b1/run/datasets/b03/summary.json,/records/101
b1,b03,gru32_behavior,953,reset_iso,reset,0,0.05419225808144517,0.18641816598021532,0.8190212097446731,0.07949845712158876,0.0043342001157111966,0.026439130077549503,0.06355312550199488,1.1727344043586692,0.3325741282892098,results/source_records/b1/run/datasets/b03/summary.json,/records/102
b1,b03,gru32_behavior,953,reset_iso,reset,256,0.05497815071456133,0.1891215902055483,0.814333204707156,0.07949845712158876,0.004581619400528366,0.026867173222085903,0.06464907238131566,1.1759048192974764,0.3379584232810199,results/source_records/b1/run/datasets/b03/summary.json,/records/103
b1,b03,gru32_behavior,953,reset_ring4,reset,0,0.07416065782729024,0.25510828132078217,0.8131937097876362,0.08142439505952632,0.006701068677309165,0.025703046905087176,0.08511648676730811,1.147731010767629,0.31566764341689785,results/source_records/b1/run/datasets/b03/summary.json,/records/104
b1,b03,gru32_behavior,953,reset_ring4,reset,256,0.07508049898190385,0.25827248054603835,0.8140441594592073,0.08142439505952632,0.006782694103667945,0.026943347718810944,0.08604251694259742,1.146003531001248,0.3309001890540749,results/source_records/b1/run/datasets/b03/summary.json,/records/105
b1,b03,gru32_behavior,953,reset_null,reset,0,0.07270060940422414,0.2500858010089038,,0.0,0.0,0.04246482612508956,0.07270060940422414,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/106
b1,b03,gru32_behavior,953,reset_null,reset,256,0.07437944650285089,0.2558609014381052,,0.0,0.0,0.04282463411118701,0.07437944650285089,1.0,,results/source_records/b1/run/datasets/b03/summary.json,/records/107
b1,b03,graph32_behavior,941,ring4,general,0,0.022975011923254685,0.031216415742929073,,,,0.002660311288773296,0.02456994765443535,1.069420452816667,,results/source_records/b1/run/datasets/b03/summary.json,/records/108
b1,b03,graph32_behavior,941,ring8,general,0,0.026744887618516514,0.03633858966804215,,,,0.003078315715316524,0.028179570821383948,1.0536432690737556,,results/source_records/b1/run/datasets/b03/summary.json,/records/109
b1,b03,graph32_behavior,941,long8,general,0,0.2690729723590739,0.36559257502908077,,,,0.022607310977055775,0.2758703356918104,1.0252621557384274,,results/source_records/b1/run/datasets/b03/summary.json,/records/110
b1,b03,graph32_behavior,941,reset_iso,reset,0,0.07174389527731904,0.24679476093751632,0.9224193328589099,0.07949845712158876,0.006205488620957205,0.04287337573412354,0.07793041132375371,1.0862305569347928,0.539298211392341,results/source_records/b1/run/datasets/b03/summary.json,/records/111
