study,dataset,method,seed,case,kind,wait,mse,nmse,difference_error,difference_target_energy,difference_output_energy,repeat_mse,wrong_mse,wrong_ratio,repeat_vs_difference,source_file,source_pointer
c1,d01,free_mse,823,ring8,general,0,0.022220873539031082,0.03172979583407238,,,,4.36609532874429e-05,0.022361638544293638,1.0063348097011264,,results/source_records/c1/run/datasets/d01/summary.json,/records/73
c1,d01,free_mse,823,long8,general,0,0.11705122907972186,0.16714066592850768,,,,5.417657661928283e-05,0.11730927953203811,1.0022045941281017,,results/source_records/c1/run/datasets/d01/summary.json,/records/74
c1,d01,free_mse,823,reset_iso,reset,0,0.06897515183038687,0.2618131855964202,0.9982977268402968,0.08879794704154964,4.237379874829671e-06,2.4254117435510886e-05,0.06905284970027929,1.0011264617449989,0.0002731382677592995,results/source_records/c1/run/datasets/d01/summary.json,/records/75
c1,d01,free_mse,823,reset_iso,reset,256,0.06717268048822408,0.2549714353209247,1.000044739471404,0.08879794704154964,1.0543425497300262e-08,6.897332892814352e-08,0.0671706993733195,0.9999705071334033,7.767446346014064e-07,results/source_records/c1/run/datasets/d01/summary.json,/records/76
c1,d01,free_mse,823,reset_ring4,reset,0,0.04509446022918476,0.17116778973370356,0.9988844731116543,0.09364239752875307,4.316960728740897e-06,2.5231138358985997e-05,0.04514884901597632,1.0012061079457464,0.000269441396470426,results/source_records/c1/run/datasets/d01/summary.json,/records/77
c1,d01,free_mse,823,reset_ring4,reset,256,0.04493917221251059,0.17057835354905565,0.9999642564750958,0.09364239752875307,1.6942666359668848e-08,9.015888044415163e-08,0.0449408542385483,1.0000374289501763,9.627997875264586e-07,results/source_records/c1/run/datasets/d01/summary.json,/records/78
c1,d01,free_mse,823,reset_null,reset,0,0.03298796948025542,0.12521444530084067,,0.0,0.0,2.5783656782971234e-05,0.03298796948025542,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/79
c1,d01,free_mse,823,reset_null,reset,256,0.03301751564663771,0.12532659548445654,,0.0,0.0,5.7189375905899435e-08,0.03301751564663771,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/80
c1,d01,free_behavior,811,ring4,general,0,0.020316827613667657,0.029010956344510473,,,,0.00013469315221491569,0.020300986223902955,0.9992202823164161,,results/source_records/c1/run/datasets/d01/summary.json,/records/81
c1,d01,free_behavior,811,ring8,general,0,0.019231131762772538,0.027460661410052028,,,,0.00012424462201672908,0.01943758232544347,1.0107352268819965,,results/source_records/c1/run/datasets/d01/summary.json,/records/82
c1,d01,free_behavior,811,long8,general,0,0.10759320390851967,0.1536352919319079,,,,0.000171197200510881,0.10807496400762177,1.0044776071499062,,results/source_records/c1/run/datasets/d01/summary.json,/records/83
c1,d01,free_behavior,811,reset_iso,reset,0,0.08020823119311306,0.30445126922463356,1.0036683920592178,0.08879794704154964,1.6032106164690247e-05,0.00016263847286595085,0.08005337440357062,0.9980693154899576,0.0018315566776543868,results/source_records/c1/run/datasets/d01/summary.json,/records/84
c1,d01,free_behavior,811,reset_iso,reset,256,0.07752292444036264,0.2942584868010443,1.0002711647272249,0.08879794704154964,2.947340784021279e-08,3.032381385212349e-07,0.07751089974154492,0.9998448884777692,3.414922851531084e-06,results/source_records/c1/run/datasets/d01/summary.json,/records/85
c1,d01,free_behavior,811,reset_ring4,reset,0,0.04582432804774896,0.17393819347435066,1.0008706984080813,0.09364239752875307,3.0002569448143924e-05,0.00014957257789045884,0.0457985621889442,0.9994377253327553,0.0015972741176829897,results/source_records/c1/run/datasets/d01/summary.json,/records/86
c1,d01,free_behavior,811,reset_ring4,reset,256,0.04540703738027738,0.17235425786752448,1.0000525625161858,0.09364239752875307,7.374233564248461e-08,3.561837947070089e-07,0.04540461321139989,0.9999466124852587,3.8036594972660967e-06,results/source_records/c1/run/datasets/d01/summary.json,/records/87
c1,d01,free_behavior,811,reset_null,reset,0,0.03844016958143358,0.145909693359283,,0.0,0.0,0.00012125517662110007,0.03844016958143358,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/88
c1,d01,free_behavior,811,reset_null,reset,256,0.03799780289205863,0.14423057516854965,,0.0,0.0,2.1878697275525525e-07,0.03799780289205863,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/89
c1,d01,free_behavior,821,ring4,general,0,0.02226264602548519,0.03178944391515894,,,,0.00012146893796228721,0.022443759302267326,1.0081352987679364,,results/source_records/c1/run/datasets/d01/summary.json,/records/90
c1,d01,free_behavior,821,ring8,general,0,0.01981591155032478,0.02829568453523804,,,,0.00010633661893984227,0.019901877296547976,1.0043382181034102,,results/source_records/c1/run/datasets/d01/summary.json,/records/91
c1,d01,free_behavior,821,long8,general,0,0.09764918159966196,0.13943594926991484,,,,0.00029655209928175063,0.09824889087574286,1.0061414675090627,,results/source_records/c1/run/datasets/d01/summary.json,/records/92
c1,d01,free_behavior,821,reset_iso,reset,0,0.0661469893642644,0.25107815703917175,1.0007118330481652,0.08879794704154964,2.568063589266188e-05,0.0003810865836236382,0.0661282250258292,0.9997163236208398,0.0042916147987669484,results/source_records/c1/run/datasets/d01/summary.json,/records/93
c1,d01,free_behavior,821,reset_iso,reset,256,0.0661534449209158,0.25110266078880983,1.00001991954365,0.08879794704154964,2.4677897447546657e-08,3.067240437643823e-07,0.06615257285256405,0.9999868174914733,3.454179448775571e-06,results/source_records/c1/run/datasets/d01/summary.json,/records/94
c1,d01,free_behavior,821,reset_ring4,reset,0,0.04656115351517185,0.17673500678661322,0.9990973084015808,0.09364239752875307,4.462640868600103e-05,0.0003152603658302654,0.046625731821713444,1.001386956758289,0.0033666413307440585,results/source_records/c1/run/datasets/d01/summary.json,/records/95
c1,d01,free_behavior,821,reset_ring4,reset,256,0.046176500104809205,0.17527495440477556,1.0002112478113596,0.09364239752875307,2.97119036491548e-07,1.6515268061660312e-06,0.04616675778853426,0.9997890200371871,1.7636528428898104e-05,results/source_records/c1/run/datasets/d01/summary.json,/records/96
c1,d01,free_behavior,821,reset_null,reset,0,0.038718948093305644,0.14696786993928584,,0.0,0.0,0.0004180394630160957,0.038718948093305644,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/97
c1,d01,free_behavior,821,reset_null,reset,256,0.03893718946856035,0.14779626202205912,,0.0,0.0,2.5991296629997896e-07,0.03893718946856035,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/98
c1,d01,free_behavior,823,ring4,general,0,0.028196429166631325,0.04026245589020649,,,,0.0004040504281094966,0.028379755047493276,1.0065017410459516,,results/source_records/c1/run/datasets/d01/summary.json,/records/99
c1,d01,free_behavior,823,ring8,general,0,0.022046236658115687,0.031480427033749946,,,,0.0005420208298523526,0.0220373001743259,0.9995946481057801,,results/source_records/c1/run/datasets/d01/summary.json,/records/100
c1,d01,free_behavior,823,long8,general,0,0.13162605386790846,0.18795245867977964,,,,0.0008516473124570767,0.13329277858325583,1.0126625745159845,,results/source_records/c1/run/datasets/d01/summary.json,/records/101
c1,d01,free_behavior,823,reset_iso,reset,0,0.07405767000932192,0.28110520946250583,0.9987300376742303,0.08879794704154964,4.51776801424584e-05,0.0007448296615736599,0.07413664387277599,1.0010663833124123,0.00838791533350591,results/source_records/c1/run/datasets/d01/summary.json,/records/102
c1,d01,free_behavior,823,reset_iso,reset,256,0.0726344749981485,0.2757031014611126,1.000144145295734,0.08879794704154964,1.98325602550109e-07,1.9343347399267504e-06,0.07262817425773531,0.9999132541343027,2.1783552484852513e-05,results/source_records/c1/run/datasets/d01/summary.json,/records/103
c1,d01,free_behavior,823,reset_ring4,reset,0,0.04483114607998124,0.17016831217713205,0.9894427285656384,0.09364239752875307,6.570837657998654e-05,0.00043874574505574896,0.04535830437256098,1.0117587511958597,0.0046853322494336104,results/source_records/c1/run/datasets/d01/summary.json,/records/104
c1,d01,free_behavior,823,reset_ring4,reset,256,0.044869888440625026,0.17031536891551544,0.9999605649496561,0.09364239752875307,3.2527342447474183e-07,2.0094847241085893e-06,0.04487189747365339,1.000044774638364,2.1459133652484424e-05,results/source_records/c1/run/datasets/d01/summary.json,/records/105
c1,d01,free_behavior,823,reset_null,reset,0,0.03281925173830378,0.12457403308985177,,0.0,0.0,0.0007478043204621784,0.03281925173830378,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/106
c1,d01,free_behavior,823,reset_null,reset,256,0.03378408761198969,0.12823631939099087,,0.0,0.0,1.7664153371145694e-06,0.03378408761198969,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/107
c1,d01,ode_behavior,811,ring4,general,0,0.04502733331886672,0.06429576635008666,,,,0.00017835718951611165,0.04521228489190864,1.0041075400075807,,results/source_records/c1/run/datasets/d01/summary.json,/records/108
c1,d01,ode_behavior,811,ring8,general,0,0.038031336405345284,0.05430599014565779,,,,0.00019800992386388052,0.037763322646026165,0.9929528177379154,,results/source_records/c1/run/datasets/d01/summary.json,/records/109
c1,d01,ode_behavior,811,long8,general,0,0.36433774303988353,0.5202478732888872,,,,0.0006561319023784309,0.3647099734733506,1.0010216631150024,,results/source_records/c1/run/datasets/d01/summary.json,/records/110
c1,d01,ode_behavior,811,reset_iso,reset,0,0.1699799737203707,0.6452033410054826,0.9935046349465165,0.08879794704154964,7.566018307367951e-05,0.0006675355864383444,0.1703061913514495,1.001919153321058,0.007517466435637261,results/source_records/c1/run/datasets/d01/summary.json,/records/111
c1,d01,ode_behavior,811,reset_iso,reset,256,0.170746082925605,0.6481113083852481,0.9955008880628513,0.08879794704154964,4.543258337126965e-05,0.0004022370616713954,0.1709685551684295,1.0013029420002648,0.004529801364475057,results/source_records/c1/run/datasets/d01/summary.json,/records/112
c1,d01,ode_behavior,811,reset_ring4,reset,0,0.0808290883231292,0.3068078944541001,1.0041810401039795,0.09364239752875307,0.0001621216561719206,0.0006701160777802516,0.0807143878418049,0.9985809504510832,0.007156118333840089,results/source_records/c1/run/datasets/d01/summary.json,/records/113
c1,d01,ode_behavior,811,reset_ring4,reset,256,0.08072620973733546,0.3064173919388966,1.0009370782840887,0.09364239752875307,9.69264399474869e-05,0.0003975722785807668,0.08073079782899249,1.0000568352171118,0.004245643950526699,results/source_records/c1/run/datasets/d01/summary.json,/records/114
c1,d01,ode_behavior,811,reset_null,reset,0,0.058339414516377086,0.22144246957110403,,0.0,0.0,0.0007388991558073127,0.058339414516377086,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/115
c1,d01,ode_behavior,811,reset_null,reset,256,0.05911849006815988,0.22439965410234103,,0.0,0.0,0.00044534995209923387,0.05911849006815988,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/116
c1,d01,ode_behavior,821,ring4,general,0,0.032337163018074815,0.04617512352133072,,,,0.00013751403655389192,0.03248823234338606,1.0046716938411329,,results/source_records/c1/run/datasets/d01/summary.json,/records/117
c1,d01,ode_behavior,821,ring8,general,0,0.02668563014114046,0.03810514445323987,,,,0.00014306213705740322,0.026314264851473288,0.9860836979414382,,results/source_records/c1/run/datasets/d01/summary.json,/records/118
c1,d01,ode_behavior,821,long8,general,0,0.3380379499515523,0.4826936761640389,,,,0.0010684802606071462,0.33794905240528483,0.9997370190350515,,results/source_records/c1/run/datasets/d01/summary.json,/records/119
c1,d01,ode_behavior,821,reset_iso,reset,0,0.14202289049727596,0.539084937139961,0.9966186328128719,0.08879794704154964,0.00014001529596993018,0.0011086145952259308,0.14224302737773442,1.0015500098588874,0.012484687227140471,results/source_records/c1/run/datasets/d01/summary.json,/records/120
c1,d01,ode_behavior,821,reset_iso,reset,256,0.14168566793982912,0.5378049209359048,0.9970946336650309,0.08879794704154964,0.00012010141799421104,0.0009872094464798975,0.1418747139323995,1.001334263340246,0.011117480520331964,results/source_records/c1/run/datasets/d01/summary.json,/records/121
c1,d01,ode_behavior,821,reset_ring4,reset,0,0.07023957054092227,0.2666126167212264,1.0052780362965879,0.09364239752875307,0.00027235492333883637,0.0011339344568401714,0.07012862401842555,0.9984204555688154,0.012109199323863902,results/source_records/c1/run/datasets/d01/summary.json,/records/122
c1,d01,ode_behavior,821,reset_ring4,reset,256,0.06897161684646375,0.2617997676426008,1.00497496565768,0.09364239752875307,0.0002314837391682845,0.0009781162733209533,0.06885442486214223,0.9983008665059658,0.010445228861431287,results/source_records/c1/run/datasets/d01/summary.json,/records/123
c1,d01,ode_behavior,821,reset_null,reset,0,0.050835908838987885,0.19296095597662974,,0.0,0.0,0.0010203447551139803,0.050835908838987885,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/124
c1,d01,ode_behavior,821,reset_null,reset,256,0.04959214342609177,0.18823991983182026,,0.0,0.0,0.000919304675565339,0.04959214342609177,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/125
c1,d01,ode_behavior,823,ring4,general,0,0.03024974893871098,0.04319444760672081,,,,5.2671647739112975e-05,0.030017546574286846,0.9923238250705948,,results/source_records/c1/run/datasets/d01/summary.json,/records/126
c1,d01,ode_behavior,823,ring8,general,0,0.028452130866308073,0.04062757937245472,,,,5.4424505669516885e-05,0.028521762491904967,1.0024473255069746,,results/source_records/c1/run/datasets/d01/summary.json,/records/127
c1,d01,ode_behavior,823,long8,general,0,0.39884904389930115,0.5695275079672507,,,,0.0007568336771553568,0.397173700131409,0.9957995542586405,,results/source_records/c1/run/datasets/d01/summary.json,/records/128
c1,d01,ode_behavior,823,reset_iso,reset,0,0.15990680476360886,0.6069679999640305,1.0029384754658033,0.08879794704154964,6.289931602050255e-05,0.0005947857998626764,0.15980778912826013,0.9993807916086179,0.006698193141609106,results/source_records/c1/run/datasets/d01/summary.json,/records/129
c1,d01,ode_behavior,823,reset_iso,reset,256,0.15931005267480097,0.6047028717078969,1.0019289760836967,0.08879794704154964,5.3863188232813914e-05,0.0005289269273344295,0.15925133971175517,0.9996314547509086,0.0059565220250749505,results/source_records/c1/run/datasets/d01/summary.json,/records/130
c1,d01,ode_behavior,823,reset_ring4,reset,0,0.08367127214513415,0.31759614472601766,1.0014261050110964,0.09364239752875307,0.00011243581572036119,0.0007325489310335695,0.08366071810555888,0.9998738630439733,0.007822833997908256,results/source_records/c1/run/datasets/d01/summary.json,/records/131
c1,d01,ode_behavior,823,reset_ring4,reset,256,0.0837078770331187,0.3177350881292189,0.9991077441144872,0.09364239752875307,9.233912018249712e-05,0.0006183377700727276,0.08379582308244361,1.0010506305074505,0.006603181746632084,results/source_records/c1/run/datasets/d01/summary.json,/records/132
c1,d01,ode_behavior,823,reset_null,reset,0,0.05342724017631559,0.20279703019115158,,0.0,0.0,0.0005389902179844221,0.05342724017631559,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/133
c1,d01,ode_behavior,823,reset_null,reset,256,0.05322205662997922,0.20201820250505392,,0.0,0.0,0.0004507370820978748,0.05322205662997922,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/134
c1,d02,fixed_mse,811,ring4,general,0,0.03326093707696326,0.04790288822127119,,,,0.00018144089556071345,0.03281379034260989,0.9865563999799912,,results/source_records/c1/run/datasets/d02/summary.json,/records/0
c1,d02,fixed_mse,811,ring8,general,0,0.027042998202682883,0.03894772167944674,,,,0.0002079713188244741,0.027565113231638655,1.019306847008701,,results/source_records/c1/run/datasets/d02/summary.json,/records/1
c1,d02,fixed_mse,811,long8,general,0,0.21871664884355205,0.3149989177226232,,,,0.0019015657890116319,0.21924092233273462,1.0023970442668844,,results/source_records/c1/run/datasets/d02/summary.json,/records/2
c1,d02,fixed_mse,811,reset_iso,reset,0,0.07625192780283613,0.28070627801170384,0.9777700966415511,0.11070733952353262,0.00014512916433080287,0.0008352475596543257,0.0775549991209845,1.0170890278540592,0.0075446448559698285,results/source_records/c1/run/datasets/d02/summary.json,/records/3
c1,d02,fixed_mse,811,reset_iso,reset,256,0.07608653371826539,0.28009741264629234,0.9766398295164789,0.11070733952353262,0.00014810890522811508,0.0007551409449394832,0.0774536593400428,1.0179680365889663,0.0068210558413696306,results/source_records/c1/run/datasets/d02/summary.json,/records/4
c1,d02,fixed_mse,811,reset_ring4,reset,0,0.0750535250617194,0.2762945971177109,0.9973365464826812,0.08699420051794853,0.00011362525722923646,0.0009832711661763107,0.07522619019631083,1.0023005599597012,0.011302720874748928,results/source_records/c1/run/datasets/d02/summary.json,/records/5
c1,d02,fixed_mse,811,reset_ring4,reset,256,0.07505828242787375,0.27631211041324066,0.9968520592934781,0.08699420051794853,0.0001047424686117733,0.0009180516559847525,0.07524757995558497,1.00252200718679,0.010553021356812646,results/source_records/c1/run/datasets/d02/summary.json,/records/6
c1,d02,fixed_mse,811,reset_null,reset,0,0.041970567466072105,0.15450628094155552,,0.0,0.0,0.0017263218996776913,0.041970567466072105,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/7
c1,d02,fixed_mse,811,reset_null,reset,256,0.04178166966601263,0.15381089133099513,,0.0,0.0,0.0016873852809408563,0.04178166966601263,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/8
c1,d02,fixed_mse,821,ring4,general,0,0.024506575500950433,0.0352947285938389,,,,0.00021068608755240364,0.02484061906176831,1.0136307727207714,,results/source_records/c1/run/datasets/d02/summary.json,/records/9
c1,d02,fixed_mse,821,ring8,general,0,0.02584730384088189,0.03722566516529556,,,,0.0002760817791409157,0.02635295534770185,1.0195630271510248,,results/source_records/c1/run/datasets/d02/summary.json,/records/10
c1,d02,fixed_mse,821,long8,general,0,0.1326607075796223,0.19105989202399196,,,,0.002672638343644475,0.13347345273537112,1.0061264949552677,,results/source_records/c1/run/datasets/d02/summary.json,/records/11
c1,d02,fixed_mse,821,reset_iso,reset,0,0.05401703797652118,0.19885296170888608,0.9737407096911966,0.11070733952353262,0.0001613347281098692,0.0013077298278345868,0.055551253427048176,1.0284024357498804,0.011812494397054929,results/source_records/c1/run/datasets/d02/summary.json,/records/12
c1,d02,fixed_mse,821,reset_iso,reset,256,0.05328291243636136,0.19615042481690823,0.9742523337425051,0.11070733952353262,0.00016058202779645542,0.0012369873396256765,0.05478843126833883,1.0282551903253334,0.011173489896419513,results/source_records/c1/run/datasets/d02/summary.json,/records/13
c1,d02,fixed_mse,821,reset_ring4,reset,0,0.05441054845369331,0.20030159211848325,1.0030711230692828,0.08699420051794853,0.00018980957319309315,0.0013078738690656853,0.05437186829403775,0.999289105499672,0.015034035157272887,results/source_records/c1/run/datasets/d02/summary.json,/records/14
c1,d02,fixed_mse,821,reset_ring4,reset,256,0.054125061443057364,0.19925062857584974,1.002159510013473,0.08699420051794853,0.0001826213140376896,0.0012581542530731452,0.05412243967822553,0.9999515609818829,0.014462507219818227,results/source_records/c1/run/datasets/d02/summary.json,/records/15
c1,d02,fixed_mse,821,reset_null,reset,0,0.03443356859045709,0.126760321426633,,0.0,0.0,0.001716492320660812,0.03443356859045709,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/16
c1,d02,fixed_mse,821,reset_null,reset,256,0.034936338862265284,0.128611169998739,,0.0,0.0,0.0016255590130861324,0.034936338862265284,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/17
c1,d02,fixed_mse,823,ring4,general,0,0.029193341924787036,0.042044678169846146,,,,0.00010416484306423233,0.029313000484014876,1.004098830464019,,results/source_records/c1/run/datasets/d02/summary.json,/records/18
c1,d02,fixed_mse,823,ring8,general,0,0.02299252856577703,0.03311417604567866,,,,0.00013103292768080766,0.023272187972359235,1.0121630557414403,,results/source_records/c1/run/datasets/d02/summary.json,/records/19
c1,d02,fixed_mse,823,long8,general,0,0.12949217455032627,0.18649652439617792,,,,0.0002909326835709167,0.13048420558209636,1.0076609342241336,,results/source_records/c1/run/datasets/d02/summary.json,/records/20
c1,d02,fixed_mse,823,reset_iso,reset,0,0.05428340884730278,0.19983355299178684,0.9907835686348135,0.11070733952353262,2.3907984508195484e-05,0.0001747336187464701,0.054805526139250334,1.0096183585930694,0.001578338161665674,results/source_records/c1/run/datasets/d02/summary.json,/records/21
c1,d02,fixed_mse,823,reset_iso,reset,256,0.05423103846779114,0.19964076187509816,0.9913673751518225,0.11070733952353262,1.835034819355188e-05,0.00014441430489709001,0.05471806110845118,1.0089805147461686,0.0013044691121530604,results/source_records/c1/run/datasets/d02/summary.json,/records/22
c1,d02,fixed_mse,823,reset_ring4,reset,0,0.05150142797410016,0.189592244753185,0.9962929093493755,0.08699420051794853,1.842633930129634e-05,0.0001843556852761512,0.051671888838282866,1.00330982791911,0.0021191721307688227,results/source_records/c1/run/datasets/d02/summary.json,/records/23
c1,d02,fixed_mse,823,reset_ring4,reset,256,0.0515745664643981,0.1898614895314156,0.9963704193678968,0.08699420051794853,1.5450249122668132e-05,0.00015256943502061,0.05174016782241934,1.0032109112955037,0.0017537885757008835,results/source_records/c1/run/datasets/d02/summary.json,/records/24
c1,d02,fixed_mse,823,reset_null,reset,0,0.03496691127384099,0.1287237162400019,,0.0,0.0,0.00014423812728089487,0.03496691127384099,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/25
c1,d02,fixed_mse,823,reset_null,reset,256,0.03521504111251697,0.12963715679797017,,0.0,0.0,0.00013127495233845264,0.03521504111251697,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/26
c1,d02,fixed_behavior,811,ring4,general,0,0.029139511574822984,0.04196715091223241,,,,0.0049970365361290256,0.03821358811043172,1.311401119826898,,results/source_records/c1/run/datasets/d02/summary.json,/records/27
c1,d02,fixed_behavior,811,ring8,general,0,0.022911840803380185,0.03299796834972659,,,,0.007960372936331393,0.03182849329333068,1.3891722435778717,,results/source_records/c1/run/datasets/d02/summary.json,/records/28
c1,d02,fixed_behavior,811,long8,general,0,0.09688594432852055,0.13953655456676506,,,,0.07604873285605172,0.20855965341847624,2.1526306510601048,,results/source_records/c1/run/datasets/d02/summary.json,/records/29
c1,d02,fixed_behavior,811,reset_iso,reset,0,0.03848735540975838,0.14168352983181962,0.276522153325329,0.11070733952353262,0.06298056032413309,0.05337195841780048,0.11002478933790916,2.858725629925007,0.4820995486614093,results/source_records/c1/run/datasets/d02/summary.json,/records/30
c1,d02,fixed_behavior,811,reset_iso,reset,256,0.03867148157773479,0.14236135362967636,0.2698269133270473,0.11070733952353262,0.06332265768784333,0.053769275319471656,0.11075057029516472,2.8638822661226833,0.48568844261714134,results/source_records/c1/run/datasets/d02/summary.json,/records/31
c1,d02,fixed_behavior,811,reset_ring4,reset,0,0.03894429495251656,0.14336566170730053,0.4015490564349102,0.08699420051794853,0.041774345523884766,0.037534971659818575,0.0858623484548604,2.2047477957823967,0.4314652176391277,results/source_records/c1/run/datasets/d02/summary.json,/records/32
c1,d02,fixed_behavior,811,reset_ring4,reset,256,0.039308465050868,0.14470628135872377,0.4012075147513644,0.08699420051794853,0.0416977846658265,0.03761522014903599,0.08620309417709687,2.1929905954237547,0.4323876755586169,results/source_records/c1/run/datasets/d02/summary.json,/records/33
c1,d02,fixed_behavior,811,reset_null,reset,0,0.04317017320685404,0.1589223904391025,,0.0,0.0,0.04342613954769262,0.04317017320685404,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/34
c1,d02,fixed_behavior,811,reset_null,reset,256,0.043051382416581525,0.15848508581533366,,0.0,0.0,0.04339501653542249,0.043051382416581525,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/35
c1,d02,fixed_behavior,821,ring4,general,0,0.0291348401753224,0.04196042309432411,,,,0.0031782515825292614,0.030771577054947236,1.0561779941051872,,results/source_records/c1/run/datasets/d02/summary.json,/records/36
c1,d02,fixed_behavior,821,ring8,general,0,0.025527489722861896,0.03676506419330109,,,,0.003942911660228071,0.027488496751796765,1.0768194229132773,,results/source_records/c1/run/datasets/d02/summary.json,/records/37
c1,d02,fixed_behavior,821,long8,general,0,0.14381818596648563,0.20712905564257636,,,,0.04204320008900416,0.15672410686644586,1.0897377533531658,,results/source_records/c1/run/datasets/d02/summary.json,/records/38
c1,d02,fixed_behavior,821,reset_iso,reset,0,0.06405286530986459,0.23579786026666616,0.9208593870136889,0.11070733952353262,0.004356696609759622,0.023170609961111376,0.07061193696318378,1.1024009093361986,0.20929605987131586,results/source_records/c1/run/datasets/d02/summary.json,/records/39
c1,d02,fixed_behavior,821,reset_iso,reset,256,0.06407548165153772,0.23588111782193374,0.9198301531626536,0.11070733952353262,0.004493065816044737,0.023552886349917323,0.07075970977891727,1.1043180317196903,0.21274909550970447,results/source_records/c1/run/datasets/d02/summary.json,/records/40
c1,d02,fixed_behavior,821,reset_ring4,reset,0,0.06116375796070559,0.2251621872531831,0.9316197593653477,0.08699420051794853,0.0023883851356422295,0.016653723214883055,0.06533229272564393,1.0681536730888315,0.19143486710297522,results/source_records/c1/run/datasets/d02/summary.json,/records/41
c1,d02,fixed_behavior,821,reset_ring4,reset,256,0.060956949670900366,0.22440086374352317,0.9318654877954248,0.08699420051794853,0.002366028135165605,0.01676594804166866,0.06510361746082531,1.0680261694903097,0.19272489363482953,results/source_records/c1/run/datasets/d02/summary.json,/records/42
c1,d02,fixed_behavior,821,reset_null,reset,0,0.04044384546330509,0.1488859581077063,,0.0,0.0,0.03163995163159944,0.04044384546330509,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/43
c1,d02,fixed_behavior,821,reset_null,reset,256,0.03969679534802491,0.14613584196781357,,0.0,0.0,0.03184719303198177,0.03969679534802491,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/44
c1,d02,fixed_behavior,823,ring4,general,0,0.03679475206500151,0.05299234027053091,,,,0.004882815840597691,0.04633802452296806,1.259365043175381,,results/source_records/c1/run/datasets/d02/summary.json,/records/45
c1,d02,fixed_behavior,823,ring8,general,0,0.031405839353168985,0.045231149337401924,,,,0.008660071924422565,0.037369570818665786,1.1898924400151412,,results/source_records/c1/run/datasets/d02/summary.json,/records/46
c1,d02,fixed_behavior,823,long8,general,0,0.16796686176941256,0.24190833185486701,,,,0.08366744915663145,0.2171831310302886,1.2930117806716,,results/source_records/c1/run/datasets/d02/summary.json,/records/47
c1,d02,fixed_behavior,823,reset_iso,reset,0,0.09412219533938532,0.34649210706285505,0.4576021881442506,0.11070733952353262,0.04550767759523944,0.06548768904115441,0.14689974344462073,1.560734350860925,0.5915388204883557,results/source_records/c1/run/datasets/d02/summary.json,/records/48
c1,d02,fixed_behavior,823,reset_iso,reset,256,0.09311540256576677,0.34278580008341325,0.45718712321748783,0.11070733952353262,0.044809178456105346,0.06450798745357277,0.14556667665476394,1.5632932108299828,0.582689347709061,results/source_records/c1/run/datasets/d02/summary.json,/records/49
c1,d02,fixed_behavior,823,reset_ring4,reset,0,0.07296930755066916,0.2686219656583923,0.5509667215126849,0.08699420051794853,0.026403630186870548,0.05287139724639508,0.10570276820495472,1.4485921787260456,0.607757723291988,results/source_records/c1/run/datasets/d02/summary.json,/records/50
c1,d02,fixed_behavior,823,reset_ring4,reset,256,0.07207549290937845,0.2653315651607442,0.5501642280153592,0.08699420051794853,0.026225308894283848,0.05248668572270481,0.1047546990610267,1.4534024650061885,0.6033354569638907,results/source_records/c1/run/datasets/d02/summary.json,/records/51
c1,d02,fixed_behavior,823,reset_null,reset,0,0.06599627392813708,0.24295213184523792,,0.0,0.0,0.03440863233391868,0.06599627392813708,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/52
c1,d02,fixed_behavior,823,reset_null,reset,256,0.06633480664014095,0.24419837256740734,,0.0,0.0,0.034316932806881806,0.06633480664014095,1.0,,results/source_records/c1/run/datasets/d02/summary.json,/records/53
c1,d02,free_mse,811,ring4,general,0,0.032243211964733294,0.04643714562423237,,,,6.38304556406697e-05,0.03231615602909016,1.0022623076273123,,results/source_records/c1/run/datasets/d02/summary.json,/records/54
c1,d02,free_mse,811,ring8,general,0,0.02464478071513823,0.03549377376540204,,,,6.986652407039167e-05,0.024617778491145836,0.9989043431019125,,results/source_records/c1/run/datasets/d02/summary.json,/records/55
